Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender_Female,Gender_Male,Gender_Non-binary,Race_Asian,Race_Black,Race_Not Specified,Race_Other,Race_White,"Income_< £30,000","Income_> £50,000","Income_£30,000-£50,000",Education_College Diploma,Education_High School,Education_Postgraduate,Education_University Degree
prescription drugs really helped my chronic pain,4.2,2.9,5.9,2.3,4.3,20,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot clinics give me panic attacks sometimes,3.0,6.4,2.1,9.8,2.8,21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well i get sweaty palms before appointments doctors have always helped me recover well,8.4,7.9,7.4,8.4,1.4,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well i avoid going to hospitals unless absolutely necessary doctors have always helped me recover well i have had mostly positive experiences with prescribed medications,7.1,3.4,8.1,9.6,4.6,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i dont get what doctors say most of the time,2.0,4.3,4.3,2.1,1.4,57,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well,7.0,9.6,6.3,1.6,3.0,70,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition,9.9,4.5,6.3,2.0,1.6,38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions medication has been effective in managing my symptoms,8.9,3.7,3.7,4.5,4.9,49,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
its hard to follow what my doctor says i get sweaty palms before appointments some drugs caused side effects but i worked with my doctor to adjust,1.8,8.4,4.1,8.6,5.0,41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i get sweaty palms before appointments,4.1,2.2,2.3,7.8,1.6,40,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
some drugs caused side effects but i worked with my doctor to adjust,3.3,2.8,4.2,1.7,4.4,54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well i have had mostly positive experiences with prescribed medications,8.7,4.7,6.5,6.8,4.0,75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i avoid going to hospitals unless absolutely necessary,5.7,5.6,6.7,7.3,2.4,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
doctors have always helped me recover well i have had mostly positive experiences with prescribed medications,4.5,4.8,8.2,3.5,4.5,26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i trust my doctor and their advice completely,9.1,6.9,8.0,6.5,3.1,59,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments,9.7,3.5,2.4,3.6,3.5,73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand clinics give me panic attacks sometimes,2.7,9.2,4.7,8.6,2.0,37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medication has been effective in managing my symptoms,3.8,1.5,3.3,5.4,4.8,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand i trust my doctor and their advice completely,1.6,9.0,7.8,4.4,3.6,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
medical terms confuse me a lot i feel really anxious before seeing any doctor my physician always listens to me,2.0,7.3,8.4,8.4,2.1,30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i get sweaty palms before appointments my physician always listens to me,3.4,5.7,9.7,9.3,2.4,65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions i avoid going to hospitals unless absolutely necessary,8.0,9.3,3.3,8.5,2.1,67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary,4.1,2.8,5.6,8.6,3.1,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel lost when reading health information,2.1,3.3,6.1,6.2,3.3,63,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand doctors have always helped me recover well,1.7,7.8,9.2,5.6,3.9,38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well i avoid going to hospitals unless absolutely necessary ive had the same doctor for years and i feel confident in their care,9.2,6.8,7.1,7.5,2.0,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i feel really anxious before seeing any doctor,6.2,8.6,3.7,9.1,3.5,44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
visiting the doctor makes me nervous,4.8,6.6,4.6,8.5,2.9,31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well visiting the doctor makes me nervous,9.1,5.6,6.9,10.0,1.6,22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition my physician always listens to me some drugs caused side effects but i worked with my doctor to adjust,7.6,2.2,8.5,6.4,4.8,45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments,8.8,1.7,2.2,6.4,3.1,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i feel lost when reading health information after a few trials i found the right medication for my condition,2.5,2.2,6.1,1.4,4.5,67,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions,8.3,8.1,1.1,1.4,3.2,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions,9.9,4.1,4.1,2.2,3.7,20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i get sweaty palms before appointments,6.8,1.9,5.2,7.0,3.0,52,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well my physician always listens to me after a few trials i found the right medication for my condition,7.1,8.3,7.2,6.5,4.4,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions clinics give me panic attacks sometimes,9.1,4.5,2.6,8.4,1.9,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
medical journals help me stay informed about my condition my trust in healthcare professionals is very high prescription drugs really helped my chronic pain,9.4,1.2,9.3,6.3,4.1,22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions i feel really anxious before seeing any doctor doctors have always helped me recover well after a few trials i found the right medication for my condition,9.5,5.1,7.1,7.2,4.5,74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions i feel really anxious before seeing any doctor my trust in healthcare professionals is very high,7.0,6.1,7.4,7.8,1.7,18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i dont get what doctors say most of the time,2.0,1.7,4.4,5.5,3.5,68,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well ive had the same doctor for years and i feel confident in their care,9.6,4.0,7.8,5.8,1.9,25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
visiting the doctor makes me nervous ive had the same doctor for years and i feel confident in their care,3.9,6.6,8.6,7.6,2.9,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well ive had the same doctor for years and i feel confident in their care medication has been effective in managing my symptoms,9.2,3.7,7.8,5.3,4.6,21,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments visiting the doctor makes me nervous after a few trials i found the right medication for my condition,8.2,9.1,2.9,7.0,4.0,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments,7.7,5.5,1.1,3.4,2.3,71,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments clinics give me panic attacks sometimes,8.7,8.6,1.9,9.5,1.7,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i feel really anxious before seeing any doctor doctors have always helped me recover well,4.7,2.9,8.7,7.7,2.4,66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions,7.1,2.7,4.4,4.4,2.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition,8.9,7.1,3.5,3.2,1.1,56,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
clinics give me panic attacks sometimes,4.1,5.7,3.5,7.3,2.6,61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i feel really anxious before seeing any doctor i have had mostly positive experiences with prescribed medications,3.2,3.0,3.7,8.8,4.1,49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions,7.1,5.1,5.6,3.4,1.3,49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel lost when reading health information i get sweaty palms before appointments,1.6,3.9,1.6,7.3,2.5,74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
prescription drugs really helped my chronic pain,3.9,2.1,3.0,3.1,4.9,53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions,8.5,1.1,6.6,3.3,1.4,47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions,7.4,2.2,5.0,6.7,3.2,49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions ive had the same doctor for years and i feel confident in their care,9.8,8.1,8.0,4.2,1.0,71,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well i get sweaty palms before appointments,7.6,10.0,4.7,9.9,1.6,65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
clinics give me panic attacks sometimes,3.7,2.5,5.3,8.2,2.4,67,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
medical journals help me stay informed about my condition visiting the doctor makes me nervous,9.2,5.9,5.2,8.1,1.4,76,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
my doctor uses terminology i understand well medication has been effective in managing my symptoms,8.0,3.2,3.5,6.4,4.6,52,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
my trust in healthcare professionals is very high after a few trials i found the right medication for my condition,6.2,6.8,8.0,3.3,4.3,74,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
doctors have always helped me recover well,3.5,2.6,7.0,6.2,3.6,46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
clinics give me panic attacks sometimes doctors have always helped me recover well after a few trials i found the right medication for my condition,5.7,3.9,8.1,9.0,4.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says ive had the same doctor for years and i feel confident in their care some drugs caused side effects but i worked with my doctor to adjust,2.6,3.5,9.3,4.9,4.8,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
doctors have always helped me recover well,4.5,9.6,9.3,6.9,1.0,74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i trust my doctor and their advice completely,4.6,9.2,9.0,2.7,2.6,20,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions i feel really anxious before seeing any doctor ive had the same doctor for years and i feel confident in their care medication has been effective in managing my symptoms,8.5,6.2,8.6,8.4,4.6,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot visiting the doctor makes me nervous,2.1,2.3,1.7,9.4,2.9,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i dont get what doctors say most of the time i feel really anxious before seeing any doctor,1.6,3.9,4.2,8.3,3.9,75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments i trust my doctor and their advice completely,7.2,1.2,9.2,2.9,3.5,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand,1.6,1.7,1.1,6.1,3.5,51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i often nod even when i dont understand my physician always listens to me,1.5,3.6,8.7,1.9,1.9,39,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i get sweaty palms before appointments,4.8,8.6,3.3,10.0,2.4,65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i trust my doctor and their advice completely,4.5,2.1,7.1,3.2,3.5,66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand i avoid going to hospitals unless absolutely necessary ive had the same doctor for years and i feel confident in their care,3.0,4.5,8.7,7.7,1.6,35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well,9.6,7.7,1.2,4.6,2.0,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
my trust in healthcare professionals is very high,6.7,5.1,9.7,3.0,3.4,27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition clinics give me panic attacks sometimes,7.3,8.4,4.7,7.2,2.2,48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel really anxious before seeing any doctor my trust in healthcare professionals is very high,4.9,9.1,9.5,7.5,2.5,42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions i feel really anxious before seeing any doctor,8.4,1.2,1.9,7.0,2.2,38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition i avoid going to hospitals unless absolutely necessary after a few trials i found the right medication for my condition,9.6,4.9,4.9,7.1,4.1,67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ive had the same doctor for years and i feel confident in their care,5.3,2.9,8.0,3.9,1.7,52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
my trust in healthcare professionals is very high some drugs caused side effects but i worked with my doctor to adjust,6.7,1.8,9.7,6.7,4.9,72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i trust my doctor and their advice completely some drugs caused side effects but i worked with my doctor to adjust,6.7,2.5,7.9,6.2,4.7,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i avoid going to hospitals unless absolutely necessary,4.3,9.8,6.2,9.8,1.1,69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions prescription drugs really helped my chronic pain,7.6,8.3,1.5,6.2,4.2,57,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
doctors have always helped me recover well prescription drugs really helped my chronic pain,6.0,1.6,7.2,1.5,4.3,71,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i dont get what doctors say most of the time after a few trials i found the right medication for my condition,1.4,2.2,3.5,6.7,4.9,48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
medical terms confuse me a lot i avoid going to hospitals unless absolutely necessary,2.1,2.3,4.3,8.5,2.9,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions i trust my doctor and their advice completely,8.2,9.3,7.8,5.0,3.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
medical terms confuse me a lot visiting the doctor makes me nervous,2.1,7.7,6.4,9.1,1.8,70,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments i feel really anxious before seeing any doctor after a few trials i found the right medication for my condition,7.8,7.2,3.4,7.0,4.7,35,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
my doctor uses terminology i understand well i get sweaty palms before appointments,9.3,7.5,1.4,8.9,3.6,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
after a few trials i found the right medication for my condition,3.8,2.7,2.0,1.5,4.0,36,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i dont get what doctors say most of the time ive had the same doctor for years and i feel confident in their care,1.4,2.7,7.1,1.7,3.2,73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot,2.3,2.8,4.5,1.9,1.7,29,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
doctors have always helped me recover well prescription drugs really helped my chronic pain,4.1,4.0,7.7,1.7,4.4,68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition visiting the doctor makes me nervous,8.3,7.9,3.8,8.4,1.7,61,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i dont get what doctors say most of the time my physician always listens to me medication has been effective in managing my symptoms,2.1,1.4,9.5,3.8,4.7,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
visiting the doctor makes me nervous i trust my doctor and their advice completely,3.5,9.2,9.1,9.3,3.0,74,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments,8.8,9.6,3.9,4.8,3.9,70,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i trust my doctor and their advice completely medication has been effective in managing my symptoms,3.6,3.3,8.6,2.7,4.2,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions,8.1,5.5,3.1,3.0,2.9,25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i dont get what doctors say most of the time my trust in healthcare professionals is very high,1.1,5.8,9.6,2.4,3.3,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition clinics give me panic attacks sometimes my trust in healthcare professionals is very high,9.7,8.7,8.7,8.4,2.2,47,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well,9.0,9.5,5.5,4.2,2.7,76,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
medical terms confuse me a lot,1.9,8.2,2.6,2.0,3.5,47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
clinics give me panic attacks sometimes,4.6,1.5,4.2,7.9,3.5,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
clinics give me panic attacks sometimes,4.3,2.7,6.7,9.0,3.6,23,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i understand most medical terms and ask informed questions visiting the doctor makes me nervous doctors have always helped me recover well medication has been effective in managing my symptoms,8.3,5.7,7.5,9.1,4.1,43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions my physician always listens to me i have had mostly positive experiences with prescribed medications,9.2,4.9,9.1,6.6,4.5,64,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says ive had the same doctor for years and i feel confident in their care,1.4,6.9,8.6,2.6,3.6,31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments,8.4,3.6,4.6,6.1,3.1,43,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i dont get what doctors say most of the time,1.4,1.9,1.9,3.4,2.0,71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments my physician always listens to me,7.7,6.2,7.9,1.6,2.9,71,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
visiting the doctor makes me nervous my trust in healthcare professionals is very high,3.9,8.6,7.4,8.8,1.2,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions my trust in healthcare professionals is very high,7.5,5.9,8.4,5.6,3.2,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
its hard to follow what my doctor says,1.5,7.0,3.5,1.2,1.3,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition clinics give me panic attacks sometimes my trust in healthcare professionals is very high medication has been effective in managing my symptoms,9.6,4.1,8.8,9.6,4.8,49,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions,8.9,9.1,3.6,2.4,3.6,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
doctors have always helped me recover well medication has been effective in managing my symptoms,5.4,1.9,7.1,6.1,4.5,43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i have had mostly positive experiences with prescribed medications,6.5,6.2,5.0,5.2,4.8,41,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
its hard to follow what my doctor says,2.2,5.0,6.9,4.9,2.1,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i avoid going to hospitals unless absolutely necessary,3.6,3.1,4.1,8.8,3.0,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
